GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000027377.2	0	NA	NA	NA	NA	NA	chr2	127704385	127729932	-	NA	Mall
ENSMUSG00000051319.6	3.5316069273102	0.917870233793663	0.892146691060606	1.0288333106997	0.303558010726552	NA	chr2	127791387	127792488	-	NA	1500011K16Rik
ENSMUSG00000027379.13	0.308309128458936	1.67852428955615	4.03762912825967	0.415720274506648	0.677614703638709	NA	chr2	127801121	127831865	-	NA	Bub1
ENSMUSG00000074813.12	0.809645144203971	0.405735148076265	2.25833808819944	0.179660941909612	0.857418758266034	NA	chr2	128195992	128429349	-	NA	Gm14005
ENSMUSG00000086879.1	0	NA	NA	NA	NA	NA	chr2	128237692	128239643	-	NA	Gm14012
ENSMUSG00000082671.2	0	NA	NA	NA	NA	NA	chr2	128557253	128558234	-	NA	Gm14006
ENSMUSG00000082350.1	0	NA	NA	NA	NA	NA	chr2	128587894	128588168	-	NA	Gm14008
ENSMUSG00000109931.1	0.153670540022233	0.78128750828036	4.0804728567969	0.191469845701573	0.848157503115297	NA	chr2	128601764	128609630	-	NA	RP23-464B2.3
ENSMUSG00000092719.1	0	NA	NA	NA	NA	NA	chr2	128925570	128925692	-	NA	Gm22859
ENSMUSG00000027387.11	2.62957596019268	-0.180854470958234	1.01107923024287	-0.178872699140295	0.858037659963297	NA	chr2	128926267	128944077	-	NA	Zc3h8
ENSMUSG00000082339.1	0	NA	NA	NA	NA	NA	chr2	128952971	128953450	-	NA	Gm14028
ENSMUSG00000087267.1	0	NA	NA	NA	NA	NA	chr2	128955670	128957861	-	NA	4933427J07Rik
ENSMUSG00000074807.2	1.92803485321698	0.820974558704794	1.24503365469017	0.659399491421052	0.509639268629808	NA	chr2	128966592	128967725	-	NA	Gm10762
ENSMUSG00000079051.4	0	NA	NA	NA	NA	NA	chr2	129038144	129048172	-	NA	Gm14025
ENSMUSG00000087151.1	0	NA	NA	NA	NA	NA	chr2	129060945	129065686	-	NA	Gm14022
ENSMUSG00000084826.7	0	NA	NA	NA	NA	NA	chr2	129158665	129180667	-	NA	AI847159
ENSMUSG00000086652.1	0.154170760181847	0.78128750828036	4.0804728567969	0.191469845701573	0.848157503115296	NA	chr2	129182481	129183947	-	NA	Gm14029
ENSMUSG00000103532.1	0	NA	NA	NA	NA	NA	chr2	129196085	129197126	-	NA	Gm4430
ENSMUSG00000048327.6	0.810638012261807	0.403050433640903	2.25666615137622	0.178604368836349	0.858248363817229	NA	chr2	129268209	129297212	-	NA	Ckap2l
ENSMUSG00000027399.1	1.48779698021782	-0.501407786200179	1.4085479214158	-0.35597495731362	0.721859319553458	NA	chr2	129299609	129309972	-	NA	Il1a
ENSMUSG00000065057.1	0	NA	NA	NA	NA	NA	chr2	129315328	129315479	-	NA	Gm25703
ENSMUSG00000082097.1	0	NA	NA	NA	NA	NA	chr2	129362758	129362859	-	NA	Gm14039
ENSMUSG00000027398.13	0.830886719526367	-0.767276547675389	2.22647831729828	-0.34461442616088	0.730384258937176	NA	chr2	129364569	129371139	-	NA	Il1b
ENSMUSG00000043727.5	0	NA	NA	NA	NA	NA	chr2	129458358	129536602	-	NA	F830045P16Rik
ENSMUSG00000086637.1	0	NA	NA	NA	NA	NA	chr2	129493569	129515807	-	NA	Gm14040
ENSMUSG00000087015.1	0	NA	NA	NA	NA	NA	chr2	129565046	129566068	-	NA	Gm14041
ENSMUSG00000027400.11	0	NA	NA	NA	NA	NA	chr2	129686564	129699844	-	NA	Pdyn
ENSMUSG00000098347.1	0	NA	NA	NA	NA	NA	chr2	130016291	130016408	-	NA	Mir6339
ENSMUSG00000083483.3	0	NA	NA	NA	NA	NA	chr2	130384882	130385329	-	NA	Gm14044
ENSMUSG00000027408.7	0.502304064159505	-1.07339368862541	3.38939324438381	-0.316691989164732	0.751477327885593	NA	chr2	130390774	130397574	-	NA	Cpxm1
ENSMUSG00000037727.6	0	NA	NA	NA	NA	NA	chr2	130580619	130582554	-	NA	Avp
ENSMUSG00000027300.9	4.754142933683	-0.0820517759354313	0.745196376159429	-0.110107588496749	0.912324050003443	NA	chr2	130590001	130630038	-	NA	Ubox5
ENSMUSG00000079043.2	5.06116417987569	0.0997821381488622	0.702149417132586	0.142109550637169	0.88699347442525	NA	chr2	130613839	130630027	-	NA	Fastkd5
ENSMUSG00000074796.10	0	NA	NA	NA	NA	NA	chr2	130684112	130697519	-	NA	Slc4a11
ENSMUSG00000084694.1	0	NA	NA	NA	NA	NA	chr2	130705327	130705696	-	NA	Gm24893
ENSMUSG00000027316.15	0.154170760181847	0.78128750828036	4.0804728567969	0.191469845701573	0.848157503115296	NA	chr2	131039631	131043088	-	NA	Gfra4
ENSMUSG00000098686.1	0	NA	NA	NA	NA	NA	chr2	131040318	131040398	-	NA	Mir6973b
ENSMUSG00000027318.17	0	NA	NA	NA	NA	NA	chr2	131050590	131063814	-	NA	Adam33
ENSMUSG00000027322.11	5.30596366824356	0.818736494480794	0.728995093860968	1.12310288694061	0.261393800175724	NA	chr2	131069219	131086765	-	NA	Siglec1
ENSMUSG00000027327.16	1.4889952590312	-0.503491456542529	1.40817810035977	-0.357548137138259	0.720681496230283	NA	chr2	131146323	131160081	-	NA	1700037H04Rik
ENSMUSG00000027329.9	1.02765643765567	-2.400093174609	2.08796173369366	-1.1494909776738	0.250353584957009	NA	chr2	131170260	131187282	-	NA	Spef1
ENSMUSG00000089113.1	0	NA	NA	NA	NA	NA	chr2	131413660	131413962	-	NA	Gm22902
ENSMUSG00000081652.1	0	NA	NA	NA	NA	NA	chr2	131414920	131415245	-	NA	Gm14283
ENSMUSG00000083671.1	0	NA	NA	NA	NA	NA	chr2	131454127	131454640	-	NA	Gm14304
ENSMUSG00000027335.9	0	NA	NA	NA	NA	NA	chr2	131545849	131562283	-	NA	Adra1d
ENSMUSG00000086831.1	0	NA	NA	NA	NA	NA	chr2	131652896	131721838	-	NA	Gm14280
ENSMUSG00000086822.2	0	NA	NA	NA	NA	NA	chr2	131820005	131847683	-	NA	5330413P13Rik
ENSMUSG00000081422.1	0	NA	NA	NA	NA	NA	chr2	131845355	131845595	-	NA	Gm14282
ENSMUSG00000037482.2	0	NA	NA	NA	NA	NA	chr2	131853677	131859747	-	NA	Erv3
ENSMUSG00000027339.15	1.29397506336803	0.555384995467288	1.58875179553472	0.349573166197658	0.726659052095741	NA	chr2	131989414	132030258	-	NA	Rassf2
ENSMUSG00000050558.13	0	NA	NA	NA	NA	NA	chr2	132337732	132385447	-	NA	Prokr2
ENSMUSG00000086250.1	0	NA	NA	NA	NA	NA	chr2	132483211	132501148	-	NA	Gm14095
ENSMUSG00000084089.1	0	NA	NA	NA	NA	NA	chr2	132673384	132673989	-	NA	Gm14099
ENSMUSG00000043110.2	0.461979668481169	2.26217537738378	3.55749780295986	0.635889465764852	0.524848469203529	NA	chr2	132868304	132880891	-	NA	Lrrn4
ENSMUSG00000027356.8	0.791030152102888	1.71478704732045	2.42098774940783	0.708300588361043	0.47875861181409	NA	chr2	132904388	132945906	-	NA	Fermt1
ENSMUSG00000084393.1	0	NA	NA	NA	NA	NA	chr2	132980168	132981168	-	NA	Gm14101
ENSMUSG00000082940.1	0	NA	NA	NA	NA	NA	chr2	133047186	133047552	-	NA	Gm14103
ENSMUSG00000064983.1	0	NA	NA	NA	NA	NA	chr2	133584314	133584421	-	NA	Gm25258
ENSMUSG00000081243.1	0	NA	NA	NA	NA	NA	chr2	134730794	134731107	-	NA	Gm14037
ENSMUSG00000083879.4	3.7296718951628	0.456360163898149	0.843789164882895	0.540846200557084	0.588613595441634	NA	chr2	134762823	134763630	-	NA	Gm14038
ENSMUSG00000085247.1	0	NA	NA	NA	NA	NA	chr2	135169572	135215616	-	NA	4930545L23Rik
ENSMUSG00000085631.1	0	NA	NA	NA	NA	NA	chr2	135325446	135583584	-	NA	9630028H03Rik
ENSMUSG00000085709.1	0	NA	NA	NA	NA	NA	chr2	135686173	135693154	-	NA	Gm14211
ENSMUSG00000086928.1	0	NA	NA	NA	NA	NA	chr2	135811944	135812927	-	NA	Gm14210
ENSMUSG00000064444.1	0	NA	NA	NA	NA	NA	chr2	136026150	136026251	-	NA	Gm26227
ENSMUSG00000039913.12	0	NA	NA	NA	NA	NA	chr2	136081103	136387967	-	NA	Pak7
ENSMUSG00000081310.1	0	NA	NA	NA	NA	NA	chr2	136402718	136403422	-	NA	Gm14054
ENSMUSG00000082849.1	0	NA	NA	NA	NA	NA	chr2	136744145	136744615	-	NA	Gm14053
ENSMUSG00000027276.7	4.29164420864948	-0.403012649075835	0.775175464933639	-0.519898613032516	0.603134242154741	NA	chr2	137081455	137116644	-	NA	Jag1
ENSMUSG00000086214.1	0	NA	NA	NA	NA	NA	chr2	137870045	137876831	-	NA	Gm14062
ENSMUSG00000082526.1	0	NA	NA	NA	NA	NA	chr2	138916618	138916932	-	NA	Gm14067
ENSMUSG00000082285.1	0	NA	NA	NA	NA	NA	chr2	139175896	139176125	-	NA	Gm14069
ENSMUSG00000085071.1	0	NA	NA	NA	NA	NA	chr2	139256875	139677714	-	NA	Gm14066
ENSMUSG00000081799.1	0	NA	NA	NA	NA	NA	chr2	139383831	139384340	-	NA	Gm14071
ENSMUSG00000039033.11	4.84316664674035	0.608678581306812	0.767440446907302	0.793128097117787	0.427703194311622	NA	chr2	139833479	140066805	-	NA	Tasp1
ENSMUSG00000080006.4	0.502304064159505	-1.07339368862541	3.38939324438381	-0.316691989164732	0.751477327885593	NA	chr2	140073031	140073469	-	NA	Rps19-ps7
ENSMUSG00000083110.1	0	NA	NA	NA	NA	NA	chr2	140110021	140110402	-	NA	Gm14073
ENSMUSG00000074764.11	0	NA	NA	NA	NA	NA	chr2	140229854	140389706	-	NA	Sel1l2
ENSMUSG00000065769.1	0	NA	NA	NA	NA	NA	chr2	140440540	140440647	-	NA	Gm23846
ENSMUSG00000051379.12	0	NA	NA	NA	NA	NA	chr2	140650913	140671469	-	NA	Flrt3
ENSMUSG00000081731.1	0	NA	NA	NA	NA	NA	chr2	140955764	140956249	-	NA	Calr-ps
ENSMUSG00000074763.5	0	NA	NA	NA	NA	NA	chr2	141229669	141235426	-	NA	Macrod2os2
ENSMUSG00000086450.1	0	NA	NA	NA	NA	NA	chr2	141230430	141286991	-	NA	Macrod2os1
ENSMUSG00000082903.1	0	NA	NA	NA	NA	NA	chr2	143129719	143130339	-	NA	Gm14083
ENSMUSG00000083047.1	0	NA	NA	NA	NA	NA	chr2	143150829	143151630	-	NA	Gm14082
ENSMUSG00000080895.1	0	NA	NA	NA	NA	NA	chr2	143506410	143507059	-	NA	Gm11645
ENSMUSG00000086171.7	0	NA	NA	NA	NA	NA	chr2	143535475	143547837	-	NA	Pcsk2os1
ENSMUSG00000087115.7	0	NA	NA	NA	NA	NA	chr2	143747582	143795965	-	NA	Pcsk2os2
ENSMUSG00000027420.13	0	NA	NA	NA	NA	NA	chr2	143826527	143863173	-	NA	Bfsp1
ENSMUSG00000086384.1	0	NA	NA	NA	NA	NA	chr2	144059137	144068806	-	NA	Banf2os
ENSMUSG00000074758.10	0	NA	NA	NA	NA	NA	chr2	144098814	144207990	-	NA	Gm5535
ENSMUSG00000082480.1	0	NA	NA	NA	NA	NA	chr2	144142487	144143373	-	NA	Gm11687
ENSMUSG00000037279.13	0	NA	NA	NA	NA	NA	chr2	144305174	144332146	-	NA	Ovol2
ENSMUSG00000082313.1	0	NA	NA	NA	NA	NA	chr2	144364126	144365627	-	NA	Gm11701
ENSMUSG00000037259.15	0	NA	NA	NA	NA	NA	chr2	144470556	144527414	-	NA	Dzank1
ENSMUSG00000082858.1	0	NA	NA	NA	NA	NA	chr2	144930857	144931678	-	NA	Gm11746
ENSMUSG00000088213.1	0	NA	NA	NA	NA	NA	chr2	145481406	145481731	-	NA	Gm22390
ENSMUSG00000084178.1	0	NA	NA	NA	NA	NA	chr2	145510193	145510657	-	NA	Gm11759
ENSMUSG00000074753.5	0	NA	NA	NA	NA	NA	chr2	145550651	145554982	-	NA	Gm14092
ENSMUSG00000081722.1	0	NA	NA	NA	NA	NA	chr2	145701413	145701725	-	NA	Gm11763
ENSMUSG00000080870.1	0	NA	NA	NA	NA	NA	chr2	146754706	146755705	-	NA	Gm14111
ENSMUSG00000087618.1	0	NA	NA	NA	NA	NA	chr2	146828326	146839732	-	NA	Gm14114
ENSMUSG00000054160.2	0	NA	NA	NA	NA	NA	chr2	147083315	147085445	-	NA	Nkx2-4
ENSMUSG00000082158.1	0	NA	NA	NA	NA	NA	chr2	147146407	147147212	-	NA	Gm14116
ENSMUSG00000027434.11	0	NA	NA	NA	NA	NA	chr2	147177545	147194243	-	NA	Nkx2-2
ENSMUSG00000089316.1	0	NA	NA	NA	NA	NA	chr2	147250461	147250785	-	NA	Gm22261
ENSMUSG00000081971.1	0	NA	NA	NA	NA	NA	chr2	147280602	147281084	-	NA	Gm14115
ENSMUSG00000084774.1	0	NA	NA	NA	NA	NA	chr2	147323561	147325087	-	NA	Gm14110
ENSMUSG00000087521.1	0	NA	NA	NA	NA	NA	chr2	147361540	147362409	-	NA	AI646519
ENSMUSG00000083126.1	0.154170760181847	0.78128750828036	4.0804728567969	0.191469845701573	0.848157503115296	NA	chr2	147402953	147403262	-	NA	Gm14109
ENSMUSG00000080844.1	0	NA	NA	NA	NA	NA	chr2	147642847	147643177	-	NA	Gm14107
ENSMUSG00000065791.1	0	NA	NA	NA	NA	NA	chr2	147874771	147874878	-	NA	Gm25516
ENSMUSG00000083750.1	0.17438707554165	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr2	148071345	148071839	-	NA	Gm14108
ENSMUSG00000074743.4	2.4328512823059	0.404034801100648	1.12665575835795	0.358614242285959	0.71988369077741	NA	chr2	148404465	148408188	-	NA	Thbd
ENSMUSG00000082911.1	0	NA	NA	NA	NA	NA	chr2	148419031	148419266	-	NA	Gm14119
ENSMUSG00000027435.8	3.79165467092524	-0.306569393540236	0.831995508673424	-0.368474817885791	0.712519218732571	NA	chr2	148436639	148443563	-	NA	Cd93
ENSMUSG00000027438.14	3.45756590193268	-0.317126059333577	0.865848708249625	-0.366260359704954	0.714170805920967	NA	chr2	148693984	148732467	-	NA	Napb
ENSMUSG00000036958.5	0	NA	NA	NA	NA	NA	chr2	148768608	148771497	-	NA	Cst11
ENSMUSG00000027446.2	0	NA	NA	NA	NA	NA	chr2	148846710	148865038	-	NA	9230104L09Rik
ENSMUSG00000103559.1	0	NA	NA	NA	NA	NA	chr2	148889923	148890288	-	NA	Gm38221
ENSMUSG00000081580.1	0	NA	NA	NA	NA	NA	chr2	148927734	148931707	-	NA	Gm14129
ENSMUSG00000063507.4	0	NA	NA	NA	NA	NA	chr2	148990342	149003251	-	NA	Gm1330
ENSMUSG00000074739.2	0	NA	NA	NA	NA	NA	chr2	149015731	149017237	-	NA	Gm10750
ENSMUSG00000081314.1	0.17438707554165	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr2	149333070	149334789	-	NA	Gm14132
ENSMUSG00000089270.1	0	NA	NA	NA	NA	NA	chr2	149566193	149566285	-	NA	Gm24551
ENSMUSG00000087029.1	0	NA	NA	NA	NA	NA	chr2	149743926	149798743	-	NA	Gm14133
ENSMUSG00000074737.1	0	NA	NA	NA	NA	NA	chr2	149830523	149831213	-	NA	C530025M09Rik
ENSMUSG00000083055.1	0.173746228436009	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr2	150110581	150111576	-	NA	Gm14140
ENSMUSG00000074837.2	0	NA	NA	NA	NA	NA	chr2	150178881	150179679	-	NA	Gm10770
ENSMUSG00000074735.2	0.175412335504242	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr2	150254517	150255591	-	NA	Gm21994
ENSMUSG00000063364.10	0.17438707554165	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr2	150310934	150362765	-	NA	3300002I08Rik
ENSMUSG00000083077.1	0.153670540022233	0.78128750828036	4.0804728567969	0.191469845701573	0.848157503115297	NA	chr2	150378877	150379272	-	NA	Gm14126
ENSMUSG00000083964.1	0	NA	NA	NA	NA	NA	chr2	150398255	150399399	-	NA	Gm14122
ENSMUSG00000068130.11	0.483721463963179	0.71668853100529	3.49039948906429	0.205331376322606	0.837313231515054	NA	chr2	150407140	150451486	-	NA	Zfp442
ENSMUSG00000082740.1	0.658108539504828	-0.181637466540478	2.60797940175155	-0.0696468179229054	0.944474772073169	NA	chr2	150469410	150470165	-	NA	Gm14127
ENSMUSG00000074731.3	0	NA	NA	NA	NA	NA	chr2	150470990	150485091	-	NA	Zfp345
ENSMUSG00000083325.3	3.81187098628505	-0.55952188357343	0.826991122751312	-0.676575440993804	0.498675365565091	NA	chr2	150499465	150500845	-	NA	Gm14121
ENSMUSG00000027452.11	0	NA	NA	NA	NA	NA	chr2	150618104	150668500	-	NA	Acss1
ENSMUSG00000033080.9	0	NA	NA	NA	NA	NA	chr2	150680701	150689360	-	NA	Vsx1
ENSMUSG00000086563.1	0	NA	NA	NA	NA	NA	chr2	150704535	150706876	-	NA	Platr15
ENSMUSG00000100630.1	0	NA	NA	NA	NA	NA	chr2	150723983	150724621	-	NA	Gm28450
ENSMUSG00000097818.1	0	NA	NA	NA	NA	NA	chr2	150748280	150750762	-	NA	Gm26681
ENSMUSG00000068115.13	0.461979668481169	2.26217537738378	3.55749780295986	0.635889465764852	0.524848469203529	NA	chr2	150934518	151039382	-	NA	Ninl
ENSMUSG00000053916.4	0.175412335504242	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr2	151029684	151039398	-	NA	Nanp
ENSMUSG00000084264.1	0	NA	NA	NA	NA	NA	chr2	150946326	150946809	-	NA	Gm14142
ENSMUSG00000088433.1	0	NA	NA	NA	NA	NA	chr2	151073654	151073790	-	NA	Gm24199
ENSMUSG00000079006.3	0	NA	NA	NA	NA	NA	chr2	151086785	151092350	-	NA	Gm14151
ENSMUSG00000087337.1	0	NA	NA	NA	NA	NA	chr2	151264602	151278836	-	NA	Gm14144
ENSMUSG00000089575.1	0	NA	NA	NA	NA	NA	chr2	151282974	151283110	-	NA	Gm23005
ENSMUSG00000088941.1	0	NA	NA	NA	NA	NA	chr2	151372362	151372498	-	NA	Gm23261
ENSMUSG00000087495.7	0	NA	NA	NA	NA	NA	chr2	151380649	151432402	-	NA	Gm14152
ENSMUSG00000087890.1	0	NA	NA	NA	NA	NA	chr2	151435793	151435929	-	NA	Gm24868
ENSMUSG00000086659.1	0	NA	NA	NA	NA	NA	chr2	151462044	151469613	-	NA	Gm14146
ENSMUSG00000061525.2	0	NA	NA	NA	NA	NA	chr2	151470541	151476153	-	NA	4921509C19Rik
ENSMUSG00000087433.1	0	NA	NA	NA	NA	NA	chr2	151540730	151542348	-	NA	Gm14167
ENSMUSG00000027457.15	0	NA	NA	NA	NA	NA	chr2	151590548	151632593	-	NA	Snph
ENSMUSG00000074704.9	0	NA	NA	NA	NA	NA	chr2	151645403	151668533	-	NA	Rad21l
ENSMUSG00000087035.1	0	NA	NA	NA	NA	NA	chr2	151679360	151686339	-	NA	Tmem74bos
ENSMUSG00000081777.1	0	NA	NA	NA	NA	NA	chr2	151699475	151699926	-	NA	Gm14159
ENSMUSG00000086800.1	0	NA	NA	NA	NA	NA	chr2	151747577	151749978	-	NA	4930556L07Rik
ENSMUSG00000083088.1	0	NA	NA	NA	NA	NA	chr2	151797106	151798245	-	NA	Gm14153
ENSMUSG00000086620.1	0	NA	NA	NA	NA	NA	chr2	151865314	151866960	-	NA	Rspo4os
ENSMUSG00000087004.1	0	NA	NA	NA	NA	NA	chr2	151947272	151950641	-	NA	Gm14154
ENSMUSG00000088491.1	0	NA	NA	NA	NA	NA	chr2	151967528	151967617	-	NA	Mir1953
ENSMUSG00000027459.16	0.789364045034654	1.71478650132544	2.42404196830368	0.707407925996193	0.479313012799105	NA	chr2	151969397	151980219	-	NA	Fam110a
ENSMUSG00000085946.1	0	NA	NA	NA	NA	NA	chr2	152074854	152076808	-	NA	AA387200
ENSMUSG00000032715.9	2.26066890914748	0.667283150059102	1.15739800012468	0.576537327684359	0.564252046844283	NA	chr2	152337421	152344032	-	NA	Trib3
ENSMUSG00000059361.6	0	NA	NA	NA	NA	NA	chr2	152368754	152376638	-	NA	Nrsn2
ENSMUSG00000051817.8	2.65037591111	-0.54263230722517	1.03527095683188	-0.524145204348941	0.600177549544918	NA	chr2	152393610	152398063	-	NA	Sox12
ENSMUSG00000074682.4	0.985000268160091	-0.177665460377275	1.96781686650088	-0.0902855664069975	0.928060289644058	NA	chr2	152411954	152415027	-	NA	Zcchc3
ENSMUSG00000074681.2	0	NA	NA	NA	NA	NA	chr2	152459054	152464620	-	NA	Defb23
ENSMUSG00000027468.2	0	NA	NA	NA	NA	NA	chr2	152485662	152490138	-	NA	Defb22
ENSMUSG00000074680.1	0	NA	NA	NA	NA	NA	chr2	152507797	152511692	-	NA	Defb26
ENSMUSG00000044249.3	0	NA	NA	NA	NA	NA	chr2	152538713	152540098	-	NA	Defb29
ENSMUSG00000084935.1	0	NA	NA	NA	NA	NA	chr2	152549713	152553932	-	NA	Gm14161
ENSMUSG00000050645.3	0	NA	NA	NA	NA	NA	chr2	152576085	152580312	-	NA	Defb19
ENSMUSG00000062124.7	0	NA	NA	NA	NA	NA	chr2	152593190	152599399	-	NA	Defb45
ENSMUSG00000074678.1	0	NA	NA	NA	NA	NA	chr2	152622355	152623053	-	NA	Defb25
ENSMUSG00000087148.1	0	NA	NA	NA	NA	NA	chr2	152652882	152654330	-	NA	1700030C14Rik
ENSMUSG00000093306.1	0	NA	NA	NA	NA	NA	chr2	152772787	152772889	-	NA	Gm23802
ENSMUSG00000074676.2	0.504995431190331	-1.08262889146604	3.6563487746007	-0.296095629330182	0.767157051706489	NA	chr2	152931897	152933208	-	NA	Foxs1
ENSMUSG00000042662.16	0	NA	NA	NA	NA	NA	chr2	152940996	152951698	-	NA	Dusp15
ENSMUSG00000089898.2	0	NA	NA	NA	NA	NA	chr2	152990016	152991631	-	NA	Gm14199
ENSMUSG00000074671.6	0.349158563940251	-2.03864735551252	4.03770672571746	-0.504902285876215	0.613627468528956	NA	chr2	153222369	153225441	-	NA	Tspyl3
ENSMUSG00000051413.17	2.9366160427781	0.141354244473446	0.953929726793497	0.148180982836743	0.882199939622042	NA	chr2	153227758	153241426	-	NA	Plagl2
ENSMUSG00000073236.4	1.3135505316222	-0.180803779470472	1.56356695995473	-0.11563545668406	0.907941461020858	NA	chr2	153341156	153346073	-	NA	2500004C02Rik
ENSMUSG00000061411.12	1.52928726280477	-1.98801269913421	1.54649785467075	-1.28549334428754	0.198619941072428	NA	chr2	153407461	153529971	-	NA	Nol4l
ENSMUSG00000079000.3	0	NA	NA	NA	NA	NA	chr2	153648689	153650286	-	NA	Dnmt3bos
ENSMUSG00000027480.12	0	NA	NA	NA	NA	NA	chr2	153856187	153871084	-	NA	Sun5
ENSMUSG00000081013.1	0	NA	NA	NA	NA	NA	chr2	154086834	154087414	-	NA	Gm14497
ENSMUSG00000083732.1	0	NA	NA	NA	NA	NA	chr2	154284212	154285261	-	NA	Gm14197
ENSMUSG00000027489.15	0	NA	NA	NA	NA	NA	chr2	154544398	154558890	-	NA	Necab3
ENSMUSG00000027490.17	0.812214515877161	0.403395934632702	2.39871007226275	0.168172026831142	0.866447946857807	NA	chr2	154559406	154569892	-	NA	E2f1
ENSMUSG00000097602.1	0	NA	NA	NA	NA	NA	chr2	154612936	154613437	-	NA	4930519P11Rik
ENSMUSG00000085483.1	0	NA	NA	NA	NA	NA	chr2	154630001	154632636	-	NA	Gm14198
ENSMUSG00000083975.1	0	NA	NA	NA	NA	NA	chr2	154713501	154713722	-	NA	Gm14215
ENSMUSG00000085691.1	0	NA	NA	NA	NA	NA	chr2	154722351	154738451	-	NA	Gm14216
ENSMUSG00000098640.1	0	NA	NA	NA	NA	NA	chr2	154769254	154770030	-	NA	Gm14214
ENSMUSG00000083341.1	0	NA	NA	NA	NA	NA	chr2	155486046	155486369	-	NA	Gm14238
ENSMUSG00000092123.1	0	NA	NA	NA	NA	NA	chr2	155735809	155735866	-	NA	Gm17581
ENSMUSG00000074649.6	3.07047949994084	0.595783300546952	0.943141654724776	0.631700760497967	0.527582431008758	NA	chr2	155817729	155819426	-	NA	BC029722
ENSMUSG00000038259.4	0	NA	NA	NA	NA	NA	chr2	155941022	155945367	-	NA	Gdf5
ENSMUSG00000013338.16	0	NA	NA	NA	NA	NA	chr2	156019138	156052947	-	NA	Fer1l4
ENSMUSG00000046229.9	1.25131132161107	2.52240835497733	1.89074318830576	1.33408300533802	0.182176654810863	NA	chr2	156311846	156312704	-	NA	Scand1
ENSMUSG00000085546.1	0	NA	NA	NA	NA	NA	chr2	156332316	156339381	-	NA	Gm14252
ENSMUSG00000082321.3	3.41967802804724	0.234170859971503	0.893551769125045	0.262067479538203	0.793269418341395	NA	chr2	156347201	156347840	-	NA	Gm14253
ENSMUSG00000087323.1	0	NA	NA	NA	NA	NA	chr2	156377924	156378968	-	NA	Gm14170
ENSMUSG00000102869.1	3.97258261832493	1.48309481909634	0.866561185783545	1.7114715538007	0.0869940980527572	NA	chr2	156391830	156392979	-	NA	2900097C17Rik
ENSMUSG00000061272.8	0	NA	NA	NA	NA	NA	chr2	156410896	156411174	-	NA	Gm14173
ENSMUSG00000076230.1	0	NA	NA	NA	NA	NA	chr2	156410928	156411024	-	NA	Gm22758
ENSMUSG00000086872.1	0	NA	NA	NA	NA	NA	chr2	156445032	156447608	-	NA	Gm14225
ENSMUSG00000085524.1	0	NA	NA	NA	NA	NA	chr2	156451905	156455651	-	NA	Gm14224
ENSMUSG00000086118.1	0	NA	NA	NA	NA	NA	chr2	156609205	156613422	-	NA	Gm14169
ENSMUSG00000087508.1	0	NA	NA	NA	NA	NA	chr2	156614446	156615448	-	NA	Gm14174
ENSMUSG00000083498.1	0	NA	NA	NA	NA	NA	chr2	156632824	156633468	-	NA	Gm14172
ENSMUSG00000086638.7	0	NA	NA	NA	NA	NA	chr2	156714539	156720909	-	NA	4930405A21Rik
ENSMUSG00000082196.3	0	NA	NA	NA	NA	NA	chr2	156789811	156790403	-	NA	Gm14231
ENSMUSG00000087179.8	0	NA	NA	NA	NA	NA	chr2	156833048	156839892	-	NA	Gm14230
ENSMUSG00000085741.8	1.02684257169924	-2.39848644383133	1.9885504405892	-1.20614815439163	0.227760370321303	NA	chr2	156844350	156862963	-	NA	5430405H02Rik
ENSMUSG00000102323.1	0	NA	NA	NA	NA	NA	chr2	156846369	156849715	-	NA	Gm37790
ENSMUSG00000074629.2	0.307841300204079	1.67661878694879	4.03779928885144	0.415230839130121	0.677972924993158	NA	chr2	156856615	156857946	-	NA	4930518I15Rik
ENSMUSG00000080880.1	0	NA	NA	NA	NA	NA	chr2	156888853	156915383	-	NA	Gm14278
ENSMUSG00000081616.1	0	NA	NA	NA	NA	NA	chr2	156892881	156893118	-	NA	Gm14247
ENSMUSG00000082163.2	0	NA	NA	NA	NA	NA	chr2	156994172	156994892	-	NA	Gm14276
ENSMUSG00000027635.15	0.677684007758991	-1.66136957560476	2.54644120519455	-0.65242801295223	0.514125097956277	NA	chr2	156995264	157007154	-	NA	Dsn1
ENSMUSG00000055485.6	0.461511840226312	2.26084640267894	3.88339318633252	0.582183233630815	0.560443265545651	NA	chr2	157015798	157079254	-	NA	Soga1
ENSMUSG00000027641.13	1.31283384138004	-0.178367572915823	1.65270590186161	-0.107924569468113	0.914055527334478	NA	chr2	157145892	157204534	-	NA	Rbl1
ENSMUSG00000027643.9	0	NA	NA	NA	NA	NA	chr2	157329496	157347506	-	NA	Ghrh
